ID,Class,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30
764,1,V4,V8,V1,V2,V1,V3,V2,V4,D,B,C,B,,T,0,1,1,12,,10,429,91600,1,12,997,4,4,23,2,1
765,1,V0,V6,V1,V1,V3,V4,V2,V0,B,A,A,A,,T,1,1,1,48,,8,1662,30718,1,48,12205,2,2,48,1,1
766,0,V4,V4,V2,V3,V3,V4,V2,V4,B,D,C,D,,T,0,1,1,30,,11,678,59857,1,30,4250,4,2,28,2,1
767,0,V1,V5,V1,V3,V1,V4,V2,V1,D,B,A,B,,T,1,1,1,30,,8,802,141366,1,30,7486,4,1,53,1,1
768,0,V0,V3,V2,V0,V4,V3,V1,V0,A,A,A,C,,T,0,1,1,24,,8,843,68661,2,24,4111,3,4,23,2,1
769,0,V2,V1,V3,V0,V3,V3,V2,V2,D,A,A,A,,T,1,1,1,24,,13,2116,186478,1,24,2398,3,2,35,2,1
770,1,V4,V1,V1,V0,V1,V3,V2,V4,A,A,C,C,,T,1,1,1,6,,8,842,54848,1,6,1170,4,4,67,2,1
771,1,V3,V6,V1,V1,V4,V3,V3,V3,B,A,C,A,,T,1,1,1,48,,2,818,148694,2,48,6682,4,4,38,1,1
772,1,V4,V6,V2,V4,V2,V2,V2,V4,A,A,A,D,,T,0,1,1,13,,11,983,59301,1,13,1798,3,1,28,2,1
773,1,V4,V3,V2,V3,V2,V4,V2,V4,B,A,B,C,,T,1,1,1,18,,15,641,67762,1,18,7375,4,4,40,2,1
774,1,V3,V4,V2,V1,V3,V2,V2,V3,D,A,C,D,,T,0,1,1,14,,8,782,185779,1,14,803,4,2,27,2,1
775,1,V2,V1,V2,V4,V3,V3,V2,V2,D,A,C,B,X,T,1,1,1,18,,3,1264,113281,1,18,4595,3,2,32,1,1
776,0,V2,V3,V2,V1,V2,V3,V2,V2,B,B,C,D,,T,0,1,1,9,,4,1017,83867,1,9,919,4,1,30,1,1
777,0,V2,V3,V1,V1,V3,V3,V2,V2,A,D,C,B,,T,0,1,1,24,,14,909,63548,1,24,2997,2,4,20,1,1
778,1,V4,V1,V2,V2,V2,V4,V2,V4,A,D,C,D,X,T,1,1,1,18,,9,526,133295,1,18,1881,4,1,32,2,1
779,1,V2,V3,V2,V1,V1,V3,V2,V2,D,A,C,C,,T,1,1,1,18,,10,1184,130177,1,18,2516,3,4,43,1,1
780,1,V0,V6,V1,V4,V3,V3,V2,V0,A,A,A,B,,T,0,1,1,30,,10,504,164761,1,30,8073,2,3,25,3,1
781,1,V2,V3,V3,V0,V4,V3,V1,V2,D,A,C,B,X,T,1,1,1,24,,16,1412,77386,1,24,3063,4,3,32,1,1
782,1,V2,V1,V1,V0,V1,V2,V2,V2,D,B,C,C,,T,1,1,1,36,,15,471,108601,1,36,3836,2,4,45,1,1
783,1,V2,V4,V2,V4,V1,V2,V2,V2,A,B,C,D,,T,1,1,1,47,,9,1564,161704,1,47,10723,1,1,35,1,1
784,0,V4,V4,V1,V0,V4,V4,V3,V4,D,A,C,B,,T,1,1,1,21,,12,741,73164,1,21,12681,4,4,30,1,1
785,1,V2,V5,V1,V2,V2,V2,V1,V2,D,B,B,D,,T,0,1,1,30,,12,872,41042,1,30,4812,2,4,24,1,1
786,0,V0,V6,V5,V2,V4,V2,V3,V0,B,A,C,C,,T,0,1,1,48,,11,422,169345,2,48,3845,4,4,34,1,1
787,0,V2,V4,V1,V2,V4,V3,V1,V2,A,B,C,A,,T,0,1,1,24,,12,1369,115242,1,24,1286,4,4,32,1,1
788,0,V3,V6,V2,V0,V4,V3,V2,V3,A,A,C,A,,T,1,1,1,60,,12,1276,105209,1,60,6837,3,4,63,2,1
789,1,V0,V4,V5,V1,V4,V3,V1,V0,D,A,A,B,,T,0,2,1,6,,9,1573,127071,1,6,1205,4,1,35,1,1
790,1,V4,V2,V2,V0,V4,V2,V3,V4,D,B,A,D,,T,0,1,1,12,,9,835,72649,1,12,2749,2,4,57,3,1
791,1,V3,V6,V5,V2,V3,V4,V1,V3,B,A,C,B,,T,1,1,1,24,,15,868,91714,1,24,6968,4,4,36,1,1
792,0,V1,V5,V2,V0,V4,V4,V3,V1,B,B,A,C,,T,1,1,1,9,,13,1249,126370,2,9,5130,2,4,74,1,1
793,1,V2,V8,V2,V0,V3,V2,V2,V2,B,A,C,B,,T,0,1,1,15,93,5,1028,117890,1,15,1309,4,4,38,2,1
794,1,V4,V5,V2,V0,V4,V4,V3,V4,A,A,C,C,,T,0,1,1,12,,11,1739,90857,1,12,1527,4,4,66,2,1
795,1,V4,V5,V2,V0,V2,V3,V2,V4,D,A,C,A,,T,1,1,1,36,,8,1330,131024,2,36,5843,2,2,35,2,1
796,1,V2,V5,V1,V0,V4,V3,V3,V2,A,A,A,D,,T,1,1,1,24,,17,1202,140333,2,24,2965,4,4,49,1,1
797,0,V3,V2,V2,V0,V4,V3,V3,V3,B,A,C,C,,T,0,1,1,48,,11,1235,131449,1,48,6225,4,4,50,1,1
798,1,V4,V3,V1,V0,V2,V3,V1,V4,D,A,C,B,X,T,1,1,1,12,,11,490,95152,1,12,5802,2,4,49,1,1
799,1,V4,V1,V2,V2,V3,V4,V1,V4,D,B,C,A,,T,1,1,1,30,,10,248,113884,1,30,4531,4,4,26,1,1
800,1,V4,V4,V2,V0,V1,V2,V2,V4,D,A,C,A,X,T,0,2,1,10,,12,1452,99278,2,10,1232,3,4,32,2,1
801,1,V2,V4,V4,V2,V3,V3,V2,V2,D,B,C,D,,T,1,1,1,24,,16,1092,86613,2,24,1526,4,3,34,1,1
802,1,V4,V1,V2,V4,V4,V3,V3,V4,D,D,C,C,,T,1,1,1,24,,6,462,120903,1,24,5104,3,3,47,3,1
803,0,V3,V6,V2,V0,V1,V4,V2,V3,C,A,C,C,,T,1,1,1,30,,5,870,77117,1,30,1909,4,4,66,1,1
804,1,V4,V1,V2,V0,V4,V3,V2,V4,D,A,C,B,,T,0,1,1,12,,7,1093,91858,1,12,1935,2,2,26,2,1
805,1,V4,V4,V2,V4,V3,V4,V2,V4,D,B,C,D,,T,0,1,1,11,54,4,995,51148,1,11,1394,4,4,35,2,1
806,1,V2,V5,V5,V4,V3,V3,V2,V2,D,B,C,B,,T,1,1,1,15,,11,1489,100430,1,15,3813,1,4,23,1,1
807,1,V4,V3,V2,V1,V2,V3,V2,V4,A,A,C,C,,T,0,1,1,36,,13,1114,126470,1,36,5372,3,2,28,2,3
808,1,V2,V4,V1,V4,V2,V3,V2,V2,D,A,C,D,,T,0,1,1,24,,12,584,34584,1,24,2256,4,1,54,1,1
809,1,V2,V2,V2,V2,V4,V4,V3,V2,A,A,C,D,Y,T,1,1,1,48,,9,1010,87920,1,48,7477,4,1,50,1,1
810,1,V4,V1,V2,V1,V3,V3,V2,V4,D,B,C,A,,T,1,1,1,30,,12,426,140063,1,30,2832,4,2,33,1,1
811,1,V3,V3,V2,V3,V2,V4,V2,V3,B,A,B,B,,T,1,1,1,6,,12,1167,114832,1,6,1051,4,1,35,2,1
812,1,V2,V5,V2,V2,V2,V3,V2,V2,A,A,C,A,,T,0,1,1,48,,15,721,153120,2,48,4789,4,3,26,1,1
813,1,V2,V7,V3,V2,V2,V3,V2,V2,D,A,C,A,,T,1,1,1,15,,8,867,83940,1,15,1263,4,3,36,2,1
814,1,V4,V6,V2,V3,V3,V1,V2,V4,B,D,C,A,,T,1,1,1,18,,9,1024,87806,2,18,3591,3,3,40,3,1
815,1,V2,V3,V2,V3,V4,V4,V3,V2,A,B,C,A,,T,0,1,1,12,,14,1130,65666,1,12,2579,3,4,55,1,1
816,0,V2,V2,V5,V1,V2,V4,V2,V2,D,A,C,C,,T,1,1,1,15,,15,1330,121190,1,15,4624,3,2,40,1,1
817,0,V4,V4,V2,V1,V2,V3,V1,V4,A,D,A,D,,T,0,2,1,20,,11,1058,120239,1,20,2236,4,2,33,2,3
818,1,V3,V4,V5,V0,V4,V3,V3,V3,B,A,C,A,,T,0,1,1,36,,12,83,116080,1,36,2863,4,3,30,1,1
819,1,V3,V5,V2,V2,V3,V2,V2,V3,D,A,C,B,,T,1,1,1,24,,10,820,95469,1,24,4680,3,3,35,2,1
820,0,V2,V8,V2,V4,V4,V2,V2,V2,A,C,C,D,,T,1,1,1,30,,4,444,80449,1,30,11999,1,1,34,1,1
821,1,V2,V3,V2,V4,V2,V3,V1,V2,A,B,C,B,,T,0,1,1,15,,18,1388,100757,1,15,1846,4,1,46,1,3
822,1,V2,V4,V1,V1,V4,V3,V2,V2,,A,C,D,,T,0,1,1,15,,3,1009,152636,1,15,3557,3,2,29,1,1
823,1,V4,V1,V1,V2,V2,V3,V2,V4,D,A,C,A,,T,0,1,1,30,,14,1118,78894,1,30,6743,2,3,36,2,1
824,0,V0,V1,V2,V1,V2,V3,V1,V0,A,A,C,A,X,T,1,1,1,12,,0,1160,85838,1,12,6200,4,2,28,2,1
825,1,V4,V4,V2,V4,V2,V3,V2,V4,D,B,C,C,,T,0,1,1,18,,7,1191,110978,1,18,1056,4,1,30,2,1
826,1,V2,V3,V5,V0,V4,V3,V3,V2,B,A,C,D,,T,0,1,1,24,,13,760,42846,1,24,3070,4,4,30,1,1
827,1,V2,V5,V2,V0,V3,V4,V2,V2,D,A,C,A,,T,1,1,1,24,15,17,666,104411,1,24,2671,4,4,35,1,1
828,1,V3,V4,V2,V1,V2,V3,V2,V3,B,C,C,C,,T,0,1,1,21,,5,1192,35451,1,21,2354,1,4,47,2,1
829,1,V2,V1,V1,V2,V3,V3,V2,V2,D,A,B,B,,T,1,1,1,48,,15,776,86119,1,48,10223,4,3,37,1,1
830,1,V4,V5,V5,V4,V2,V3,V2,V4,B,A,C,C,,T,0,1,1,12,,6,1056,115992,1,12,1805,3,4,44,1,1
831,1,V2,V6,V3,V0,V1,V3,V2,V2,B,D,C,A,,T,1,1,1,14,,10,1053,123684,1,14,1411,1,2,35,1,1
832,1,V0,V4,V3,V4,V3,V3,V2,V0,B,B,C,C,,T,0,1,1,48,,6,743,77560,1,48,8359,1,1,30,2,1
833,1,V3,V1,V1,V1,V4,V4,V3,V3,B,A,C,B,,T,0,1,1,60,,9,494,101691,1,60,9158,2,2,27,1,1
834,1,V4,V2,V1,V0,V2,V2,V1,V4,D,B,C,C,,T,0,1,1,9,,12,985,117364,1,9,1245,4,4,41,2,1
835,0,V2,V6,V2,V0,V4,V3,V1,V2,A,A,C,B,,T,0,1,1,60,,10,645,103319,1,60,7298,4,4,36,1,2
836,1,V4,V1,V4,V0,V3,V3,V2,V4,D,A,C,B,,T,0,1,1,24,,11,972,93749,1,24,2579,2,2,34,1,1
837,1,V4,V3,V2,V1,V2,V3,V2,V4,A,D,C,C,,T,1,1,1,36,,10,739,224831,1,36,2349,3,2,46,2,1
838,1,V2,V2,V1,V1,V3,V3,V2,V2,B,D,C,C,,T,0,1,1,36,,9,987,71936,1,36,3712,2,2,27,1,1
839,0,V2,V1,V2,V4,V3,V3,V2,V2,A,A,C,A,,T,0,1,1,42,,11,1072,83836,1,42,3966,4,3,34,1,1
840,1,V2,V4,V1,V4,V2,V4,V2,V2,D,A,C,B,,T,1,1,1,12,,14,776,165330,2,12,3528,2,3,45,1,1
841,1,V2,V3,V1,V2,V3,V3,V2,V2,A,A,C,D,,T,1,1,1,20,,10,950,80729,1,20,2213,4,4,39,1,1
842,0,V2,V1,V5,V0,V3,V3,V2,V2,D,A,C,C,,T,0,1,1,24,19,14,1511,72223,1,24,3622,2,4,31,2,1
843,1,V4,V3,V1,V0,V2,V3,V2,V4,D,A,C,D,,T,0,1,1,15,,12,583,129896,1,15,1521,4,4,63,1,1
844,1,V4,V2,V1,V1,V3,V3,V2,V4,D,B,C,B,,T,1,1,1,24,,11,1179,35560,1,24,1928,3,2,33,2,1
845,1,V3,V2,V5,V2,V4,V3,V1,V3,B,A,C,C,,T,1,1,1,39,,4,895,128625,1,39,11761,2,3,32,1,1
846,1,V4,V4,V1,V4,V1,V3,V2,V4,D,C,C,D,,T,1,1,1,20,,8,817,108803,1,20,3486,2,4,44,2,1
847,1,V4,V1,V3,V1,V2,V2,V2,V4,D,D,C,D,,T,0,1,1,15,,17,980,89954,1,15,1317,2,2,47,2,1
848,1,V2,V1,V3,V2,V3,V3,V2,V2,D,B,C,B,,T,0,1,1,24,,10,799,144069,1,24,1377,4,1,28,1,1
849,1,V4,V4,V3,V1,V1,V3,V2,V4,D,A,C,C,,T,1,1,1,12,,12,818,87834,1,12,1164,4,4,44,1,1
850,1,V2,V1,V1,V0,V3,V4,V2,V2,C,A,C,B,,T,0,1,1,12,,5,612,112320,1,12,3400,2,3,37,1,1
851,1,V2,V4,V2,V1,V1,V2,V1,V2,B,D,C,C,,T,0,1,1,9,,18,346,143133,1,9,277,4,4,22,1,1
852,1,V2,V4,V5,V1,V3,V2,V2,V2,A,A,C,A,,T,1,1,1,18,,12,1815,140914,2,18,4381,3,4,35,1,1
853,0,V2,V5,V3,V4,V3,V3,V1,V2,B,B,C,C,,T,0,1,1,24,52,4,425,137236,1,24,4114,3,4,28,1,1
854,0,V3,V4,V2,V0,V4,V3,V3,V3,B,A,A,D,,T,1,1,1,36,,10,1371,145868,1,36,2226,4,4,57,2,1
855,0,V2,V4,V2,V1,V4,V3,V2,V2,B,B,A,B,,T,0,1,1,30,,15,724,79260,1,30,2151,4,2,24,1,3
856,1,V0,V8,V2,V1,V3,V3,V2,V0,D,A,C,C,,T,0,1,1,36,,15,1362,31042,1,36,2614,4,2,27,2,1
857,1,V4,V3,V4,V4,V1,V2,V2,V4,D,A,B,D,,T,1,1,1,27,,11,1964,20461,2,27,4527,4,2,32,2,1
858,0,V4,V5,V2,V0,V4,V2,V3,V4,A,B,B,B,,T,0,1,1,48,,17,1056,100034,1,48,6144,4,4,58,2,1
859,1,V2,V3,V2,V4,V2,V3,V2,V2,B,D,C,B,,T,0,1,1,30,,12,1206,90076,1,30,3833,2,1,22,1,1
860,0,V2,V4,V5,V4,V2,V4,V2,V2,B,B,C,C,,T,0,1,1,60,,8,317,93408,1,60,7409,4,2,24,1,1
861,1,V1,V3,V4,V1,V3,V3,V2,V1,B,A,B,A,,T,1,1,1,30,,10,1196,48416,2,30,3497,4,2,34,1,1
862,1,V4,V1,V2,V3,V3,V1,V2,V4,D,B,C,A,,T,0,1,1,18,,6,1050,41370,1,18,1099,4,4,65,2,1
863,1,V2,V1,V2,V2,V3,V3,V2,V2,D,A,C,A,,T,1,1,1,24,,4,907,97421,1,24,2285,4,2,28,1,1
864,1,V4,V3,V2,V4,V2,V3,V2,V4,D,B,C,B,,T,1,1,1,21,,17,1203,-801,1,21,2289,4,4,23,1,1
865,0,V3,V4,V2,V0,V3,V2,V2,V3,D,A,C,C,,T,0,1,1,24,,14,1502,66346,2,24,2539,4,4,47,2,1
866,1,V3,V6,V5,V2,V2,V2,V2,V3,B,A,C,C,,T,1,1,1,36,,11,1308,159581,2,36,9858,1,3,31,2,1
867,1,V4,V1,V3,V0,V3,V3,V2,V4,A,A,C,C,,T,0,1,1,6,,10,1082,100310,1,6,339,4,4,52,2,1
868,1,V2,V1,V2,V1,V1,V3,V2,V2,B,B,C,C,,T,0,1,1,6,,14,331,138823,1,6,754,2,3,64,1,3
869,0,V2,V3,V5,V4,V4,V4,V1,V2,B,A,C,C,,T,1,1,1,36,,6,520,148997,1,36,9035,4,1,29,1,2
870,1,V2,V5,V2,V1,V3,V3,V2,V2,D,A,C,D,,T,1,1,1,15,,12,503,81085,1,15,4658,3,2,30,1,1
871,1,V4,V1,V2,V1,V3,V2,V2,V4,D,B,C,C,,T,0,1,1,15,,7,1203,60018,1,15,1460,4,2,43,1,1
872,0,V0,V8,V2,V2,V1,V3,V2,V0,A,A,C,C,,T,0,1,1,12,,16,842,77126,1,12,1109,4,3,28,2,1
873,0,V2,V1,V2,V1,V1,V3,V2,V2,A,B,C,C,,T,0,1,1,18,,11,1976,174522,1,18,3191,2,2,24,1,1
874,0,V2,V3,V2,V0,V4,V4,V3,V2,A,A,C,D,,T,1,1,1,12,,14,780,157385,1,12,7866,4,4,53,1,1
875,1,V2,V6,V5,V2,V3,V3,V2,V2,D,A,C,B,,T,1,1,1,36,,11,736,141575,1,36,5743,2,2,31,2,1
876,0,V4,V4,V2,V0,V2,V3,V1,V4,A,A,C,C,,T,1,1,1,12,,14,1573,43303,1,12,4844,3,4,43,2,2
877,1,V2,V7,V3,V1,V1,V3,V2,V2,D,C,C,C,,T,0,1,1,6,,12,1639,149182,1,6,1339,1,4,62,1,1
878,1,V2,V4,V1,V2,V3,V3,V2,V2,B,B,C,D,,T,0,1,1,48,,4,1485,4496,1,48,8488,1,2,24,1,1
879,0,V1,V4,V5,V1,V2,V3,V1,V1,B,D,C,A,,T,0,1,1,15,,8,1154,17964,1,15,1265,2,2,25,1,1
880,1,V3,V1,V2,V4,V3,V3,V2,V3,B,A,C,D,,T,0,1,1,24,,9,990,103227,1,24,6404,1,2,33,1,1
881,1,V4,V3,V4,V1,V1,V3,V2,V4,D,A,C,C,,T,1,1,1,24,,12,1246,91211,1,24,3778,4,4,50,1,1
882,1,V2,V1,V3,V1,V3,V3,V2,V2,B,C,C,D,,T,1,1,1,12,,5,1627,127656,1,12,1159,3,1,26,1,1
883,1,V2,V6,V2,V1,V3,V2,V2,V2,A,D,B,A,,T,0,1,1,24,,18,1469,41501,1,24,6569,2,2,21,1,1
884,1,V4,V4,V2,V2,V1,V2,V2,V4,B,A,C,C,,T,0,1,1,12,,8,628,181426,2,12,959,2,3,47,2,1
885,1,V2,V4,V3,V0,V2,V3,V2,V2,D,A,C,D,Y,T,0,1,1,36,,3,975,73994,1,36,910,4,4,36,1,1
886,1,V2,V4,V1,V1,V4,V3,V3,V2,D,A,C,A,,T,1,1,1,60,,16,531,82934,2,60,6528,4,4,34,1,1
887,1,V4,V4,V2,V1,V1,V3,V1,V4,A,A,C,A,,T,0,1,1,9,,11,861,88517,2,9,2800,2,2,36,2,1
888,1,V2,V1,V2,V1,V1,V3,V2,V2,B,A,C,C,,T,0,1,1,7,,10,672,48084,1,7,2416,3,2,34,1,3
889,1,V4,V4,V2,V1,V2,V2,V2,V4,A,A,A,D,,T,0,2,1,12,,14,269,66128,1,12,2172,4,4,38,2,1
890,1,V2,V3,V2,V1,V3,V3,V2,V2,A,A,B,C,,T,0,1,1,24,,14,471,154963,1,24,4021,2,2,27,1,1
891,1,V2,V3,V2,V1,V4,V3,V3,V2,D,A,A,C,,T,0,1,1,18,,3,1127,101817,1,18,1985,4,4,47,2,1
892,1,V2,V4,V1,V0,V4,V4,V3,V2,D,B,C,A,,T,1,1,1,12,,13,1185,156414,1,12,2134,4,4,52,1,1
893,1,V4,V4,V2,V0,V1,V3,V2,V4,A,A,C,A,,T,0,1,1,21,,7,22,61507,1,21,572,4,4,65,2,1
894,1,V2,V1,V2,V1,V1,V3,V2,V2,D,D,C,D,,T,0,1,1,12,,10,1942,105020,1,12,777,4,2,28,1,1
895,0,V2,V2,V2,V3,V1,V1,V2,V2,A,B,C,B,,T,0,1,1,18,,14,1221,73416,1,18,751,4,1,27,1,1
896,0,V3,V6,V2,V4,V3,V3,V2,V3,D,C,C,A,X,T,0,1,1,36,,6,1087,83081,1,36,9573,1,1,28,2,1
897,1,V2,V1,V2,V1,V2,V2,V2,V2,A,A,C,B,,T,0,1,1,12,,15,1153,106613,1,12,2215,4,3,24,1,1
898,1,V2,V4,V3,V1,V4,V2,V1,V2,D,A,C,B,,T,0,2,1,10,,3,1180,99721,2,10,1598,3,2,40,1,1
899,1,V4,V6,V2,V1,V1,V4,V2,V4,D,B,C,C,,T,1,1,1,12,8,4,638,94635,1,12,1413,4,2,29,2,3
900,0,V3,V1,V2,V4,V1,V3,V2,V3,A,D,B,C,,T,0,1,1,24,,13,1294,116769,1,24,1025,4,4,48,1,1
901,1,V4,V1,V2,V0,V3,V3,V2,V4,D,A,C,A,,T,1,1,1,15,,8,1192,63410,1,15,1830,4,4,46,2,1
902,1,V2,V10,V1,V3,V2,V4,V2,V2,D,A,C,B,,T,1,1,1,6,,9,1142,81333,2,6,1239,4,4,36,1,1
903,1,V4,V1,V2,V0,V4,V3,V2,V4,D,A,C,B,,T,0,1,1,12,,7,1093,91858,1,12,1935,2,2,26,2,1
904,1,V2,V6,V2,V0,V1,V4,V2,V2,B,A,A,C,,T,1,1,1,18,,15,1054,105774,1,18,4440,1,1,33,1,2
905,0,V4,V4,V2,V0,V1,V3,V1,V4,A,B,A,C,,T,1,1,1,18,,10,1115,173427,1,18,3967,1,4,33,3,1
906,0,V2,V4,V5,V0,V4,V2,V3,V2,C,B,C,A,,T,0,1,1,10,,14,1126,92407,2,10,1241,1,4,48,1,1
907,0,V4,V5,V2,V0,V4,V3,V3,V4,A,A,C,B,,T,1,1,1,48,,11,1754,140260,1,48,6332,4,4,46,2,1
908,1,V2,V4,V2,V4,V1,V2,V2,V2,A,A,C,C,,T,1,1,1,6,,7,335,78027,2,6,663,3,4,41,1,1
909,1,V3,V5,V2,V4,V2,V2,V2,V3,D,B,C,D,,T,0,1,1,15,,7,959,114578,1,15,3595,1,2,46,2,1
910,1,V4,V1,V1,V1,V1,V3,V2,V4,D,A,C,A,X,T,0,1,1,9,,13,1531,131601,2,9,3075,1,2,33,2,1
911,1,V0,V10,V2,V1,V1,V2,V2,V0,B,A,C,B,,T,1,1,1,12,,9,1339,115571,1,12,1411,2,2,31,1,1
912,1,V4,V4,V5,V0,V3,V3,V2,V4,C,C,C,D,Y,T,1,1,1,6,,4,1106,62893,2,6,1324,2,4,28,2,1
913,1,V4,V4,V1,V0,V4,V4,V3,V4,D,A,A,C,,T,1,1,1,60,,6,937,69116,1,60,13757,2,4,63,1,1
914,1,V0,V6,V1,V1,V3,V4,V2,V0,B,A,A,A,,T,1,1,1,48,,8,1662,30718,1,48,12205,2,2,48,1,1
915,1,V2,V1,V3,V2,V3,V3,V2,V2,D,B,C,B,,T,0,1,1,24,,10,799,144069,1,24,1377,4,1,28,1,1
916,1,V2,V1,V2,V2,V1,V3,V2,V2,A,B,C,A,,T,0,1,1,18,,11,752,66162,1,18,3510,4,1,25,1,3
917,1,V2,V4,V1,V3,V1,V1,V1,V2,B,B,C,D,,T,0,1,1,12,,13,1165,130860,1,12,7473,1,2,24,1,1
918,1,V4,V6,V2,V1,V1,V3,V2,V4,D,B,C,A,,T,0,1,1,12,,9,827,160741,1,12,1186,3,2,27,2,1
919,1,V2,V3,V1,V2,V3,V3,V2,V2,B,A,C,A,,T,1,1,1,21,,15,1329,149090,1,21,3977,2,3,35,1,1
920,1,V4,V4,V3,V2,V3,V4,V2,V4,B,C,C,D,Y,T,1,1,1,12,23,9,727,51801,1,12,2367,3,3,36,1,1
921,1,V2,V1,V2,V2,V1,V3,V2,V2,B,B,C,C,,T,0,1,1,12,,14,799,135160,1,12,2931,2,1,27,1,1
922,1,V2,V1,V2,V1,V1,V3,V2,V2,B,B,C,C,,T,0,1,1,6,,14,331,138823,1,6,754,2,3,64,1,3
923,1,V4,V1,V1,V0,V1,V3,V2,V4,D,B,C,A,,T,1,1,1,12,9,12,1270,97165,1,12,1241,4,2,38,2,1
924,1,V2,V5,V1,V2,V2,V2,V1,V2,D,B,B,D,,T,0,1,1,30,,12,872,41042,1,30,4812,2,4,24,1,1
925,0,V2,V2,V2,V1,V4,V3,V3,V2,D,A,B,C,,T,1,1,1,36,71,9,1124,63805,1,36,1820,4,4,37,1,1
926,1,V2,V1,V2,V1,V1,V3,V2,V2,D,D,C,D,,T,0,1,1,12,,10,1942,105020,1,12,777,4,2,28,1,1
927,1,V2,V3,V1,V0,V2,V2,V2,V2,A,C,C,A,,T,1,1,1,12,,7,1148,141711,1,12,1263,2,4,49,1,1
928,0,V3,V1,V5,V4,V4,V4,V2,V3,B,A,B,A,,T,0,1,1,30,,8,157,52256,1,30,1920,4,3,30,2,1
929,1,V2,V1,V5,V0,V1,V3,V2,V2,C,C,C,A,,T,0,1,1,9,,13,892,146343,1,9,1127,2,4,49,1,1
930,1,V2,V3,V2,V4,V4,V3,V3,V2,A,A,A,C,,T,0,1,1,24,,8,1289,123247,1,24,3150,4,1,22,1,1
931,1,V2,V4,V5,V2,V3,V3,V2,V2,B,A,A,B,,T,1,1,1,24,,16,359,128258,1,24,3513,2,3,38,2,1
932,1,V2,V3,V1,V2,V3,V3,V2,V2,D,A,B,D,,T,1,1,1,24,,7,1475,22510,1,24,930,4,2,31,1,1
933,1,V2,V3,V2,V4,V3,V3,V2,V2,C,B,C,D,,T,0,1,1,24,,11,1566,126859,1,24,3750,2,4,26,1,1
934,0,V2,V4,V2,V2,V3,V3,V2,V2,A,A,C,B,,T,1,1,1,36,,2,1162,143645,1,36,9272,2,1,24,1,1
935,0,V1,V3,V3,V4,V4,V3,V3,V1,A,A,C,A,,T,1,1,1,24,,12,1165,114732,2,24,3350,4,4,30,1,1
936,1,V2,V4,V2,V1,V1,V2,V2,V2,D,C,C,B,,T,0,1,1,12,,16,945,21725,1,12,641,4,2,49,1,1
937,1,V1,V4,V1,V3,V4,V4,V3,V1,B,A,C,B,,T,1,1,1,48,,14,1515,71290,1,48,12170,4,4,36,1,2
938,1,V2,V1,V1,V0,V1,V2,V2,V2,D,B,C,C,,T,1,1,1,36,,15,471,108601,1,36,3836,2,4,45,1,1
939,1,V4,V1,V2,V0,V1,V2,V2,V4,D,A,C,C,X,T,1,1,1,12,,13,1115,132303,1,12,1656,2,4,63,2,1
940,0,V2,V1,V1,V3,V4,V4,V2,V2,B,A,C,B,,T,1,1,1,12,,11,1176,135704,1,12,6469,2,1,52,1,1
941,1,V2,V3,V2,V1,V3,V2,V2,V2,B,C,C,D,,T,0,1,1,10,,1,1039,163423,1,10,1522,4,2,31,1,1
942,1,V4,V5,V2,V0,V4,V4,V3,V4,A,B,C,B,,T,1,1,1,24,,6,710,113413,2,24,6420,2,4,44,2,1
943,0,V2,V5,V1,V0,V4,V3,V3,V2,A,A,C,B,,T,0,1,1,36,,16,-19,122201,1,36,8336,3,4,47,1,1
944,1,V4,V4,V2,V4,V1,V2,V1,V4,A,A,C,C,,T,0,2,1,10,,17,673,176400,2,10,2242,1,3,48,2,1
945,1,V2,V5,V4,V2,V2,V3,V2,V2,D,A,C,C,,T,0,2,1,12,,12,1354,68202,1,12,1414,3,2,55,1,1
946,1,V2,V4,V1,V2,V2,V3,V1,V2,D,B,C,C,,T,0,1,1,22,,16,1013,85321,1,22,1284,4,4,25,1,1
947,1,V4,V1,V5,V0,V1,V3,V2,V4,D,A,C,A,,T,1,1,1,24,,13,719,67733,2,24,2873,3,4,36,1,1
948,1,V4,V5,V1,V3,V4,V4,V2,V4,D,A,C,D,,T,1,1,1,18,,15,745,101144,1,18,3230,2,4,38,1,1
949,1,V2,V1,V3,V0,V1,V3,V2,V2,A,D,C,B,,T,0,1,1,12,,3,647,178984,1,12,1681,3,1,35,1,1
950,1,V2,V3,V2,V1,V1,V3,V1,V2,D,B,C,C,,T,0,1,1,9,87,17,1717,88400,1,9,1389,4,2,26,1,1
951,1,V2,V5,V2,V1,V4,V3,V2,V2,A,A,A,B,,T,1,1,1,24,,17,972,133327,2,24,2925,3,4,63,1,3
952,1,V4,V4,V5,V2,V3,V3,V2,V4,D,B,C,B,,T,1,1,1,12,12,6,301,93706,1,12,683,4,3,51,2,1
953,1,V2,V5,V1,V0,V1,V3,V1,V2,A,B,C,A,,T,0,1,1,24,,3,1078,118535,1,24,2813,2,4,26,1,1
954,1,V4,V1,V1,V0,V1,V3,V2,V4,D,A,C,D,,T,1,1,1,12,,9,708,65694,1,12,2332,1,4,49,1,2
